Machine ID,Machine Type,Date,Shift,Temperature (°C),Vibration Level (mm/s),Energy Usage (kWh),Production Output (units),Downtime (minutes),Error Codes
M022,Spinning Machine,02-09-2024,Morning,74.2,24,43.1,82,26,E03
M041,Dyeing Machine,18-10-2024,Night,71.6,15,44.6,90,14,E01
M018,Spinning Machine,08-09-2024,Morning,71.4,14,49.2,89,42,None
M011,Weaving Machine,10-09-2024,Morning,84.8,15.3,56.2,118,5,E02
M012,Dyeing Machine,21-09-2024,Morning,62,10.2,47.8,83,52,None
M044,Printing Machine,27-09-2024,Morning,69,21.4,34.9,170,50,E01
M042,Spinning Machine,03-10-2024,Morning,82.7,25,34.1,74,25,E02
M033,Spinning Machine,06-10-2024,Evening,73.4,18.7,47.2,45,4,E02
M031,Printing Machine,10-09-2024,Morning,84.8,16.2,44.2,74,43,E02
M007,Spinning Machine,21-10-2024,Morning,83,17.9,42.7,122,41,E02
M014,Dyeing Machine,19-09-2024,Morning,62.2,12.5,51.7,98,54,None
M020,Spinning Machine,16-09-2024,Morning,75,18.5,40.2,159,2,None
M031,Dyeing Machine,02-10-2024,Morning,83.5,22.4,51.2,107,36,E02
M045,Printing Machine,14-09-2024,Morning,62.5,21.7,50.8,167,53,E03
M050,Spinning Machine,11-09-2024,Evening,78.9,20.5,33.2,181,39,E02
M004,Weaving Machine,28-09-2024,Night,85.8,18.5,51.2,2,59,None
M013,Printing Machine,10-10-2024,Evening,84.2,17.6,56.1,13,37,E03
M018,Spinning Machine,12-09-2024,Night,80.7,19.2,32.8,91,54,None
M031,Weaving Machine,19-09-2024,Morning,71.5,24.2,35.9,181,49,None
M029,Printing Machine,02-09-2024,Night,74.5,12.3,59.5,6,0,None
M025,Printing Machine,01-10-2024,Morning,82.3,13.8,55.8,142,24,E01
M020,Printing Machine,03-09-2024,Night,61.3,23.3,43.6,184,23,E02
M047,Printing Machine,14-10-2024,Evening,62.4,19.8,37.6,32,36,E01
M002,Printing Machine,28-09-2024,Evening,76.8,18.8,58.7,81,7,E01
M042,Weaving Machine,07-10-2024,Night,86.6,23.2,51.1,109,5,E01
M026,Printing Machine,03-09-2024,Evening,85.3,11.7,36.4,146,50,E03
M045,Dyeing Machine,20-10-2024,Evening,84.7,17,51.6,91,19,E03
M039,Printing Machine,04-09-2024,Morning,82.6,18.9,42.8,62,17,E01
M019,Weaving Machine,23-10-2024,Night,63.2,20.9,39,172,38,E02
M002,Printing Machine,31-10-2024,Evening,70.5,12.6,30.5,119,16,None
M002,Printing Machine,28-10-2024,Morning,62.1,15.4,54.3,191,11,E01
M020,Weaving Machine,04-09-2024,Evening,62,20.6,47.6,97,49,None
M013,Weaving Machine,30-10-2024,Morning,66.4,17.3,35.7,155,2,E02
M038,Spinning Machine,13-09-2024,Night,84.2,23.6,51.9,103,5,E02
M029,Spinning Machine,25-10-2024,Night,83.4,23.3,32.1,89,2,E03
M038,Printing Machine,24-09-2024,Night,70.7,23.1,31.3,90,0,None
M014,Weaving Machine,29-09-2024,Evening,75.4,15.8,48,190,21,E02
M048,Weaving Machine,12-09-2024,Morning,89.8,15.2,49.6,117,18,None
M040,Printing Machine,23-10-2024,Night,87.9,11,56.4,28,39,E02
M004,Spinning Machine,20-09-2024,Night,61.5,20.4,42.7,1,58,E01
M005,Spinning Machine,26-10-2024,Morning,62,11.5,59,69,58,E03
M036,Spinning Machine,03-09-2024,Night,84.8,21.5,45.4,193,25,E01
M039,Dyeing Machine,23-10-2024,Evening,78.7,13.4,42.4,26,23,E02
M044,Weaving Machine,27-09-2024,Night,81.6,15.6,33.4,47,30,E03
M016,Spinning Machine,06-10-2024,Morning,65.5,24.4,47.4,169,29,E03
M031,Weaving Machine,31-10-2024,Evening,87.5,20.6,34.5,82,49,E01
M030,Printing Machine,10-09-2024,Evening,60.4,22.9,36.3,81,40,E03
M043,Weaving Machine,10-09-2024,Morning,67.3,16,45.2,117,4,None
M025,Printing Machine,22-10-2024,Morning,73.4,11.4,50.6,200,35,None
M023,Spinning Machine,15-09-2024,Night,74.7,18.2,45.6,9,33,None
M036,Printing Machine,21-10-2024,Night,63.5,10.1,44.4,51,16,E03
M019,Printing Machine,20-10-2024,Night,73.9,11.4,50.1,60,16,E03
M001,Dyeing Machine,18-10-2024,Night,86.9,17.9,57.5,14,25,E02
M006,Spinning Machine,18-09-2024,Morning,78.2,10.3,30.4,23,57,E02
M006,Printing Machine,24-10-2024,Night,63.4,25,49,192,32,E03
M039,Weaving Machine,25-10-2024,Evening,65.2,14.6,51.4,122,16,E02
M011,Spinning Machine,12-10-2024,Evening,65.3,22.3,42.4,94,60,E01
M015,Printing Machine,02-10-2024,Morning,79.7,11.5,59.7,48,58,None
M049,Dyeing Machine,20-10-2024,Evening,67.9,16.8,51.9,59,45,E02
M042,Printing Machine,07-10-2024,Morning,71.1,17.9,39.8,2,26,E03
M036,Printing Machine,12-10-2024,Morning,80,24.1,39,66,7,None
M002,Dyeing Machine,28-10-2024,Evening,82.5,11.1,40.9,3,27,E02
M016,Spinning Machine,14-10-2024,Evening,75,16,41.5,89,56,E03
M038,Printing Machine,09-10-2024,Night,66.9,16.4,57.2,121,10,E03
M001,Printing Machine,12-09-2024,Evening,88.8,20,46.4,81,22,None
M010,Weaving Machine,20-09-2024,Morning,83.5,20.8,59.4,86,0,None
M018,Spinning Machine,16-10-2024,Night,74.4,20.9,52.4,141,51,E01
M025,Weaving Machine,22-10-2024,Evening,77.3,24,51.5,179,59,E02
M048,Weaving Machine,07-09-2024,Evening,86.1,24.8,37.1,108,20,None
M012,Weaving Machine,23-10-2024,Morning,71.4,22.5,59.7,125,8,None
M011,Printing Machine,25-10-2024,Evening,62.1,18.5,33,34,18,None
M002,Weaving Machine,07-10-2024,Evening,78.3,12.2,34.4,160,5,None
M003,Printing Machine,06-09-2024,Night,74.1,24.2,47.7,188,57,E02
M007,Printing Machine,17-09-2024,Evening,61.9,11.6,51,37,35,None
M048,Weaving Machine,23-09-2024,Night,84.9,20.5,30.6,83,46,E03
M039,Spinning Machine,04-10-2024,Night,72.9,20.8,40.5,159,51,None
M045,Dyeing Machine,18-09-2024,Evening,76.4,23,32.3,42,19,E03
M027,Printing Machine,23-10-2024,Night,87.5,19.2,41.3,72,26,None
M031,Spinning Machine,03-09-2024,Evening,60.3,18.8,54,145,57,E01
M050,Spinning Machine,14-09-2024,Evening,63.9,15.8,36.2,22,45,E01
M044,Spinning Machine,16-09-2024,Evening,89.8,14.1,48.1,1,32,E02
M018,Dyeing Machine,25-10-2024,Night,66.7,18.8,35.7,200,30,None
M029,Dyeing Machine,20-09-2024,Evening,73,10.9,35.8,154,18,E02
M005,Printing Machine,21-09-2024,Night,78.4,18.4,57.4,23,13,None
M041,Spinning Machine,17-10-2024,Night,81.3,19.6,31.5,39,12,E01
M029,Weaving Machine,20-10-2024,Night,88.5,21.2,31.3,33,10,E01
M007,Weaving Machine,07-09-2024,Night,74.6,12.8,40.5,67,51,None
M033,Printing Machine,06-10-2024,Evening,65.3,11.2,47.4,168,44,E01
M021,Spinning Machine,25-09-2024,Morning,84.1,10.5,51.2,34,26,None
M021,Dyeing Machine,29-10-2024,Night,62.2,11.9,45.2,135,29,E01
M036,Weaving Machine,25-10-2024,Evening,81.9,17.1,37.8,125,16,E03
M042,Spinning Machine,04-09-2024,Evening,82,22.3,54.7,117,52,E01
M007,Printing Machine,11-10-2024,Evening,84.7,16.4,53.1,142,20,None
M049,Spinning Machine,16-10-2024,Night,66.4,19.9,37.8,25,0,None
M003,Weaving Machine,10-10-2024,Evening,86,20.5,57.2,176,19,E01
M050,Printing Machine,13-09-2024,Evening,83.1,13.1,34.5,131,22,E02
M030,Dyeing Machine,21-10-2024,Night,76.6,21.6,53.1,62,59,None
M006,Weaving Machine,01-09-2024,Evening,82,15.5,39.7,35,3,E02
M049,Printing Machine,30-10-2024,Evening,66.4,13.5,56.3,150,48,E02
M023,Printing Machine,27-09-2024,Evening,73.2,17.1,40.6,69,43,E03
M012,Weaving Machine,03-10-2024,Morning,61.9,18.6,52.9,44,10,E01
M031,Printing Machine,01-10-2024,Night,89.3,18.3,45.3,73,38,E03
M042,Weaving Machine,30-09-2024,Night,83.3,22.4,43.4,69,51,None
M046,Dyeing Machine,02-09-2024,Morning,84.2,20.5,48.9,122,31,E02
M048,Weaving Machine,15-09-2024,Night,73.3,24.7,54.1,24,18,E02
M044,Spinning Machine,10-09-2024,Evening,75.1,19.6,36.7,16,24,None
M008,Printing Machine,10-09-2024,Morning,79.9,12.4,45.7,10,52,E03
M031,Weaving Machine,25-10-2024,Evening,85.8,14.3,58.7,109,8,E03
M043,Printing Machine,25-10-2024,Morning,79.5,15.3,30.2,19,17,E01
M033,Printing Machine,28-09-2024,Morning,78.9,11.6,59.9,90,42,E01
M034,Dyeing Machine,03-10-2024,Evening,89.8,17.2,32,87,26,None
M036,Dyeing Machine,21-09-2024,Night,77.3,17.3,52.2,173,26,None
M043,Dyeing Machine,06-10-2024,Evening,61.6,21.1,55.4,63,47,E03
M007,Printing Machine,03-09-2024,Night,78.5,21.5,33.7,14,8,E02
M027,Weaving Machine,17-10-2024,Morning,62.5,12,33.2,198,51,E02
M016,Spinning Machine,17-10-2024,Night,79,23.4,54.4,87,44,E01
M042,Dyeing Machine,15-09-2024,Evening,60.2,12.3,33.3,29,57,None
M022,Weaving Machine,18-10-2024,Night,72.5,17,47.5,161,34,E02
M012,Printing Machine,04-10-2024,Evening,65,10.2,34.6,132,23,E03
M034,Dyeing Machine,18-09-2024,Morning,72.5,12.8,35.4,51,25,E03
M027,Printing Machine,25-09-2024,Night,65.7,11.5,55.2,168,43,None
M008,Weaving Machine,17-09-2024,Night,70.5,13.2,38.5,4,30,E01
M022,Printing Machine,07-10-2024,Evening,83.2,24.4,54.1,198,40,E01
M003,Printing Machine,01-09-2024,Night,86.7,21.9,33.2,13,57,E03
M005,Printing Machine,15-09-2024,Night,69.2,23.2,51.4,51,32,E03
M028,Dyeing Machine,10-10-2024,Evening,84.4,14.4,53,105,25,E03
M016,Dyeing Machine,20-09-2024,Morning,77.3,11.5,33,142,50,E03
M014,Spinning Machine,08-09-2024,Morning,74.1,17,53.5,99,30,E02
M044,Printing Machine,23-10-2024,Morning,72.9,18.8,39,174,24,E03
M001,Printing Machine,29-09-2024,Evening,80,20.9,47.2,11,53,E03
M024,Weaving Machine,17-10-2024,Evening,82.4,16.7,52,18,49,E03
M024,Weaving Machine,29-09-2024,Evening,79.8,18.4,42.1,50,57,E02
M037,Printing Machine,08-10-2024,Evening,68.4,12.8,44.1,11,42,E01
M029,Spinning Machine,07-09-2024,Evening,83.7,20.4,41.4,123,57,E01
M043,Dyeing Machine,17-09-2024,Evening,60.8,10.5,33,159,15,E01
M009,Weaving Machine,09-10-2024,Morning,65.8,17.1,41.9,8,34,E01
M035,Printing Machine,02-09-2024,Morning,85.4,21.4,50.3,5,6,E02
M031,Spinning Machine,11-10-2024,Morning,75.2,21.6,44.8,61,36,None
M008,Dyeing Machine,31-10-2024,Morning,85,20.5,36.2,83,8,E03
M020,Weaving Machine,04-09-2024,Morning,72.1,20.7,50.8,121,3,E02
M005,Dyeing Machine,29-09-2024,Night,86.8,14.7,41.5,121,55,E03
M013,Printing Machine,09-09-2024,Evening,88.3,22.8,53.1,1,57,E01
M030,Spinning Machine,05-09-2024,Morning,61.6,16.9,39.3,72,44,E02
M018,Spinning Machine,23-10-2024,Night,70.9,19.6,41.6,56,37,E03
M026,Dyeing Machine,06-10-2024,Evening,62.5,15.3,39.6,21,33,E02
M030,Printing Machine,30-09-2024,Evening,86.1,21,50.7,176,41,E03
M048,Weaving Machine,27-10-2024,Night,73.2,24.9,58.6,4,42,E02
M049,Dyeing Machine,01-09-2024,Night,63.8,24.2,59.1,7,50,E01
M038,Dyeing Machine,21-10-2024,Evening,87.2,10.9,59.2,88,49,None
M012,Spinning Machine,18-09-2024,Evening,82.2,16.1,30,35,6,E02
M024,Weaving Machine,27-09-2024,Morning,85.7,14.1,59.8,51,51,E03
M038,Printing Machine,22-10-2024,Evening,88.5,18.7,49.6,146,20,E01
M029,Printing Machine,02-09-2024,Night,71.4,21.3,38.6,102,48,None
M019,Printing Machine,20-10-2024,Evening,64.5,17.4,52.4,67,41,E01
M012,Weaving Machine,23-10-2024,Evening,85.5,24.6,47.4,106,60,None
M018,Weaving Machine,04-09-2024,Morning,85.1,16.2,43.4,152,11,None
M015,Weaving Machine,10-10-2024,Morning,65.1,13.4,37,36,0,None
M018,Weaving Machine,22-10-2024,Morning,80.9,10,36.5,55,31,E01
M046,Printing Machine,11-10-2024,Morning,72.3,22.6,57.5,142,57,E01
M019,Spinning Machine,13-09-2024,Morning,79.9,14,42.6,148,17,E02
M017,Spinning Machine,01-10-2024,Morning,62,10.7,42.3,167,48,E03
M018,Printing Machine,21-09-2024,Morning,79.6,17.3,51.9,131,53,E01
M049,Weaving Machine,28-10-2024,Morning,80.1,23.2,31.9,43,56,None
M048,Dyeing Machine,22-10-2024,Evening,76.7,24.4,59.5,58,46,None
M026,Printing Machine,30-10-2024,Morning,67.8,10.2,31.1,174,59,E01
M017,Spinning Machine,11-10-2024,Morning,87.6,15.4,50.1,183,13,E02
M034,Printing Machine,27-10-2024,Morning,60.3,14.9,35.1,143,39,None
M009,Printing Machine,30-09-2024,Morning,82,24.1,42.1,172,15,E01
M032,Spinning Machine,05-10-2024,Night,89.7,21.3,31.6,79,20,None
M027,Spinning Machine,12-09-2024,Morning,80.4,10.2,34,173,14,None
M020,Printing Machine,01-09-2024,Morning,64.1,22.6,42.6,46,18,E01
M010,Spinning Machine,30-09-2024,Night,76.2,18.5,37.9,164,2,E03
M026,Spinning Machine,06-09-2024,Morning,72,10.7,48.5,65,21,E01
M044,Weaving Machine,22-10-2024,Night,61.6,19.8,58.5,52,35,E02
M007,Spinning Machine,24-09-2024,Evening,86.7,11.7,47.4,126,18,None
M047,Dyeing Machine,28-09-2024,Morning,73.3,13.1,43.8,44,4,None
M001,Spinning Machine,21-09-2024,Night,73,20.5,47.8,79,51,E02
M014,Spinning Machine,13-09-2024,Night,81.6,20.4,35.9,49,52,E03
M018,Spinning Machine,05-09-2024,Night,65.4,11.6,57.2,195,40,E01
M023,Weaving Machine,07-10-2024,Night,73.6,16,33.3,136,36,None
M020,Spinning Machine,21-10-2024,Morning,79.3,11.1,37.5,151,11,E03
M040,Printing Machine,03-09-2024,Night,62,24.8,54.4,170,24,None
M044,Dyeing Machine,07-10-2024,Night,80.1,12.7,59.2,163,47,None
M034,Spinning Machine,02-09-2024,Morning,62.2,23.6,48.5,99,38,E02
M006,Weaving Machine,13-10-2024,Night,77.2,15.3,42.7,18,38,E03
M034,Spinning Machine,15-10-2024,Night,63.5,13.7,42.7,176,4,E03
M039,Weaving Machine,06-10-2024,Night,81.2,13.7,53.1,194,50,E02
M003,Weaving Machine,06-09-2024,Morning,70.9,21.3,46.2,9,53,E02
M006,Spinning Machine,05-09-2024,Evening,62.1,13.3,39,101,23,None
M026,Dyeing Machine,03-09-2024,Evening,70.6,14.3,43.3,31,22,E01
M015,Dyeing Machine,26-10-2024,Evening,74.2,24.1,32.3,198,40,E01
M044,Spinning Machine,28-09-2024,Morning,68.4,11.8,42.9,15,10,E03
M026,Weaving Machine,08-09-2024,Evening,84.8,12.3,36.2,155,35,E01
M029,Spinning Machine,29-09-2024,Morning,75.6,15.5,59.8,118,12,None
M019,Dyeing Machine,17-09-2024,Night,79.2,15.9,57.9,159,32,E02
M018,Printing Machine,12-09-2024,Night,61.3,14.9,36.3,146,35,E03
M033,Dyeing Machine,23-10-2024,Night,60.6,20.1,55.6,44,5,None
M022,Weaving Machine,20-09-2024,Night,75.3,12.6,31.2,88,34,E02
M002,Spinning Machine,17-09-2024,Evening,60.3,12.9,32.8,54,7,E02
M047,Printing Machine,13-10-2024,Morning,73.8,22.3,55.8,139,7,E02
M039,Printing Machine,24-10-2024,Night,80.1,14.9,32.2,65,59,E03
M046,Spinning Machine,19-09-2024,Night,66.6,15.3,46,147,57,None
M017,Spinning Machine,06-09-2024,Night,87.1,16.9,51.5,112,41,E03
M035,Spinning Machine,19-10-2024,Morning,63.1,24.7,57.6,9,5,E01
M009,Printing Machine,15-09-2024,Evening,70.7,24.1,42.3,66,18,E03
M046,Printing Machine,08-10-2024,Evening,87.3,16.6,41.5,64,5,E02
M036,Weaving Machine,01-10-2024,Night,88.2,19.1,55.7,117,44,E02
M006,Spinning Machine,26-10-2024,Night,75.4,10.9,56,109,11,E03
M016,Dyeing Machine,27-09-2024,Night,74.8,12.5,57.9,12,37,E03
M006,Dyeing Machine,11-10-2024,Morning,75.4,14.6,57.4,181,18,None
M005,Dyeing Machine,10-09-2024,Night,86.7,12.1,38.2,33,30,None
M036,Dyeing Machine,09-09-2024,Evening,68,11.2,50.8,107,30,E03
M042,Printing Machine,29-09-2024,Evening,71.9,23.3,32.8,123,60,None
M047,Printing Machine,07-10-2024,Night,89.1,18.7,54.5,26,56,None
M003,Spinning Machine,27-09-2024,Night,69.1,17.3,56,137,12,E02
M044,Printing Machine,31-10-2024,Night,66,21.8,53.6,189,38,None
M038,Printing Machine,01-10-2024,Morning,79.4,22.9,56.8,190,36,E02
M020,Weaving Machine,13-10-2024,Evening,75,18.3,59.7,127,53,E02
M018,Spinning Machine,06-09-2024,Morning,86.1,15.3,50.5,101,48,E01
M003,Weaving Machine,08-09-2024,Evening,72.5,24.8,57.8,112,19,None
M036,Printing Machine,05-09-2024,Night,82.5,22.2,47.8,191,31,E01
M024,Spinning Machine,03-10-2024,Morning,75.7,21,54.9,51,41,None
M004,Dyeing Machine,17-09-2024,Morning,83.3,24.7,39.8,182,28,E03
M049,Weaving Machine,31-10-2024,Evening,74,19.2,34.6,127,41,None
M020,Dyeing Machine,01-09-2024,Evening,81.2,20.3,44.4,163,20,E02
M030,Dyeing Machine,22-10-2024,Evening,69.6,10.2,57.3,108,44,None
M038,Dyeing Machine,26-10-2024,Evening,70.3,15.8,41.2,156,51,E02
M016,Printing Machine,07-09-2024,Morning,61.6,17.9,51.6,173,7,E01
M047,Dyeing Machine,01-09-2024,Evening,66.2,11.9,46.3,74,12,None
M031,Spinning Machine,24-09-2024,Evening,68,23.1,57,158,47,E02
M041,Printing Machine,17-10-2024,Night,61.7,10.9,31.1,88,31,E02
M027,Spinning Machine,30-09-2024,Morning,82.2,13.1,37.8,4,8,E03
M045,Dyeing Machine,31-10-2024,Evening,82.6,10.7,40.2,188,6,E01
M031,Weaving Machine,28-10-2024,Morning,66.9,21.1,48.6,28,6,E02
M027,Dyeing Machine,25-09-2024,Morning,77.8,21.2,54.2,97,59,E03
M041,Printing Machine,25-10-2024,Morning,66.8,15.9,57.8,190,41,E01
M032,Spinning Machine,04-09-2024,Evening,85.7,24.8,37,190,19,E02
M003,Weaving Machine,17-09-2024,Morning,76.4,12.9,49.4,69,7,E01
M010,Weaving Machine,11-10-2024,Evening,63.4,23.2,40.5,154,45,E02
M007,Dyeing Machine,19-10-2024,Evening,65.9,14.1,47.7,125,53,None
M036,Dyeing Machine,07-10-2024,Night,86.2,20.7,56.9,115,49,E01
M005,Weaving Machine,26-10-2024,Night,82,22.1,31.7,179,39,E01
M048,Printing Machine,23-10-2024,Night,60.5,13.7,48.5,184,21,E02
M042,Weaving Machine,26-10-2024,Night,71.2,24.4,30.7,40,22,E02
M004,Dyeing Machine,26-10-2024,Morning,75.3,24.1,40,91,32,E02
M004,Weaving Machine,19-09-2024,Morning,78.1,17.6,55.5,192,53,E03
M040,Weaving Machine,14-09-2024,Evening,74.4,20.1,37.8,119,51,E02
M001,Spinning Machine,30-10-2024,Morning,62.6,15.9,33.2,70,47,E02
M044,Dyeing Machine,08-09-2024,Morning,72.6,14.2,59.1,49,4,E03
M024,Weaving Machine,12-09-2024,Morning,80.6,11.7,46.2,61,19,E01
M011,Dyeing Machine,24-09-2024,Morning,78.1,21.4,37,141,29,None
M023,Dyeing Machine,26-10-2024,Night,62.8,17.7,37.9,10,57,E03
M039,Printing Machine,12-10-2024,Morning,80.4,15.8,32.1,38,25,E02
M023,Weaving Machine,03-10-2024,Evening,65.9,23,36.9,84,13,None
M028,Dyeing Machine,24-09-2024,Night,87.1,24.9,47.1,43,20,E03
M015,Weaving Machine,20-10-2024,Morning,73.7,22.6,33.2,50,1,E01
M041,Spinning Machine,05-10-2024,Evening,81.9,15.2,32.6,59,24,E03
M004,Dyeing Machine,31-10-2024,Evening,70.6,16,55,132,31,E01
M029,Dyeing Machine,26-09-2024,Night,70.4,15,57.2,128,45,None
M020,Spinning Machine,10-09-2024,Morning,71,22.9,58.8,164,45,E01
M009,Spinning Machine,06-09-2024,Night,73.6,16,52.4,64,30,E03
M001,Dyeing Machine,17-10-2024,Evening,69.3,23.3,37.3,192,50,None
M026,Dyeing Machine,13-09-2024,Evening,86,22.3,40.8,138,59,E02
M040,Dyeing Machine,19-09-2024,Morning,84.4,23.9,38.7,39,12,E01
M047,Spinning Machine,28-10-2024,Morning,66.2,22,50.6,119,51,E03
M011,Weaving Machine,27-10-2024,Morning,87.3,11.3,45.6,92,41,E03
M025,Dyeing Machine,11-09-2024,Morning,70.4,12.8,48.8,200,26,E03
M043,Printing Machine,18-10-2024,Evening,65.5,14.1,45.2,56,49,None
M014,Spinning Machine,01-10-2024,Night,76,12.8,45.9,69,43,None
M008,Printing Machine,17-09-2024,Evening,65.1,12.9,58.8,112,38,E03
M040,Spinning Machine,12-09-2024,Evening,62.2,20.5,58.3,95,44,E02
M045,Spinning Machine,16-10-2024,Morning,71.2,14.6,32.5,44,11,None
M026,Spinning Machine,28-09-2024,Evening,65,10.9,37.8,25,53,E02
M044,Dyeing Machine,04-10-2024,Night,64.8,15.7,58.1,193,27,E03
M030,Printing Machine,22-10-2024,Morning,69.3,14,34.7,97,37,E03
M012,Dyeing Machine,21-10-2024,Morning,81.7,10.5,39.9,44,12,E01
M037,Weaving Machine,05-10-2024,Morning,76.5,19.9,52,67,34,None
M025,Spinning Machine,31-10-2024,Evening,71.6,12.7,34.4,15,30,E03
M017,Printing Machine,13-09-2024,Morning,69.9,17.3,37.5,118,46,E01
M019,Weaving Machine,04-10-2024,Morning,76.5,24.8,30.4,96,21,E03
M037,Printing Machine,06-09-2024,Evening,81,14.9,35,81,50,E03
M006,Spinning Machine,22-09-2024,Night,85.1,11.6,33.8,9,0,None
M039,Dyeing Machine,28-09-2024,Night,78,24.6,55.6,133,25,None
M022,Printing Machine,05-10-2024,Morning,65.6,19.3,30.8,33,36,E02
M043,Weaving Machine,27-09-2024,Evening,81,14.8,37.7,195,51,None
M007,Weaving Machine,07-09-2024,Morning,60.9,19.7,37.8,191,2,E02
M030,Printing Machine,27-10-2024,Evening,67.6,16.4,41.5,15,46,E02
M041,Spinning Machine,12-10-2024,Morning,83.3,12.9,44.8,171,37,E03
M025,Dyeing Machine,08-09-2024,Evening,84.6,13.1,55.5,189,58,None
M043,Dyeing Machine,29-10-2024,Morning,87.4,15.7,43.6,80,55,E03
M001,Spinning Machine,08-09-2024,Evening,75.1,12.3,35.8,34,59,E02
M036,Weaving Machine,24-09-2024,Night,74.9,23.8,59.1,101,15,E02
M024,Spinning Machine,03-10-2024,Night,82.8,23.1,57.1,121,49,E01
M019,Weaving Machine,28-10-2024,Morning,86.9,17.3,48.6,86,4,None
M008,Spinning Machine,20-09-2024,Morning,70.9,22.7,38.3,117,40,E02
M026,Weaving Machine,04-09-2024,Night,87.7,23.8,38.2,1,4,None
M025,Weaving Machine,04-09-2024,Morning,79.5,19.7,46.3,122,6,E01
M045,Printing Machine,24-10-2024,Evening,67.8,24.5,49,102,1,E03
M031,Spinning Machine,27-09-2024,Morning,76.8,14.1,31.5,194,15,E02
M007,Spinning Machine,03-09-2024,Night,64.1,22.1,53,71,45,E02
M033,Dyeing Machine,10-10-2024,Evening,85.6,15.7,57.2,159,53,E01
M039,Dyeing Machine,06-10-2024,Morning,67.3,22.4,46.1,63,30,E02
M037,Printing Machine,18-10-2024,Night,77.4,23.3,42.8,99,9,None
M002,Weaving Machine,06-09-2024,Evening,85.7,19,34.4,18,37,E02
M008,Spinning Machine,24-10-2024,Night,85.4,17.3,33.9,152,49,E02
M033,Spinning Machine,07-09-2024,Morning,72.9,19.7,51,48,21,E01
M048,Dyeing Machine,06-09-2024,Night,85.4,18.8,41.6,147,1,E03
M050,Spinning Machine,01-10-2024,Evening,87.8,10.7,37.1,44,9,E01
M004,Weaving Machine,19-09-2024,Evening,88,23.7,44.9,49,21,None
M041,Weaving Machine,24-10-2024,Evening,70,21.6,39.7,53,30,E02
M037,Weaving Machine,30-09-2024,Night,75.9,21.4,39.8,44,40,E02
M030,Dyeing Machine,09-10-2024,Night,70.8,24.1,30.8,35,26,E01
M005,Dyeing Machine,02-09-2024,Evening,87.7,15.5,43.7,184,46,None
M026,Weaving Machine,08-09-2024,Morning,67,24.5,57.8,137,32,E03
M027,Weaving Machine,22-10-2024,Evening,79.7,17.8,31.9,152,46,None
M031,Printing Machine,14-10-2024,Evening,79.4,10.1,46,189,25,E02
M024,Printing Machine,27-09-2024,Morning,82.8,11.1,38.4,185,40,E02
M030,Spinning Machine,12-09-2024,Evening,75.8,21.6,44.4,164,5,None
M040,Weaving Machine,08-09-2024,Night,88,24.2,40.1,139,53,E01
M012,Printing Machine,23-10-2024,Morning,64.6,14.5,53.3,133,11,None
M028,Printing Machine,22-09-2024,Evening,69.6,20.3,31.3,89,29,E03
M012,Printing Machine,19-09-2024,Morning,76.8,16.4,51.1,75,2,E01
M040,Spinning Machine,24-10-2024,Night,61.4,13.5,54.7,167,17,E02
M015,Spinning Machine,12-10-2024,Night,74.8,13.5,40.6,131,52,None
M044,Printing Machine,19-09-2024,Morning,82.6,14.6,40,71,13,E02
M007,Spinning Machine,08-09-2024,Evening,78.2,19.6,50.8,49,49,E03
M047,Printing Machine,15-09-2024,Evening,69.2,17,37.1,196,17,None
M048,Dyeing Machine,22-10-2024,Night,71.3,10.7,41.3,85,33,E03
M048,Weaving Machine,30-09-2024,Morning,81.8,14.9,47.4,81,40,E03
M036,Dyeing Machine,11-09-2024,Night,68.3,23,44.1,153,47,None
M024,Spinning Machine,15-10-2024,Morning,83.3,24,55.7,9,24,E01
M006,Weaving Machine,22-09-2024,Evening,60.9,17.8,42.8,15,11,E02
M012,Spinning Machine,11-10-2024,Night,71.9,11.5,30.3,174,7,E01
M032,Printing Machine,23-10-2024,Evening,71,22.5,31.8,150,11,E03
M011,Weaving Machine,28-09-2024,Night,70.8,17.6,52.6,21,46,E03
M008,Printing Machine,07-09-2024,Night,78.7,13.4,45.4,1,27,E03
M025,Spinning Machine,05-10-2024,Morning,75.9,20.5,52.6,108,51,E03
